,2000,2001,2002,2004,2007,2007,2007,2007,2009,2009,2009,2010,2013,2013,2013,2014
,Assembly,National,Assembly,National,Assembly,Mayoral,2nd R,National,Assembly,Mayoral,2nd R,National,Assembly,Mayoral,2nd R,National
PDK,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6
AKR,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7
LDK,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,7
LDD,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
AAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
LVV,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
Others,0,0,0,0,0,0,0,0,564,592,0,1489,2937,3157,0,2335
