,2000,2001,2002,2004,2007,2007,2007,2007,2009,2009,2009,2010,2013,2013,2013,2014
,Assembly,National,Assembly,National,Assembly,Mayoral,2nd R,National,Assembly,Mayoral,2nd R,National,Assembly,Mayoral,2nd R,National
PDK,0,0,0,0,0,0,0,0,0,0,0,0,800,0,0,732
AKR,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,165
LDK,0,0,0,0,0,0,0,0,0,0,0,0,282,0,0,362
LDD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AAK,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,113
LVV,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,326
Others,0,0,0,0,0,0,0,0,0,0,0,0,4075,0,0,2939
